rate_year,program,hospid,hospital_name,pct_adjustment,dollar_adjustment,source_file,pct_column,dollar_column
2019,MHAC,44,G.B.M.C.,-0.0071111111111111115,-1601036.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,48,HOWARD COUNTY,-0.006222222222222223,-1140835.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,49,UPPER CHESAPEAKE HEALTH,0.0017777777777777757,231378.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,51,DOCTORS COMMUNITY,0.002222222222222222,321525.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,55,LAUREL REGIONAL,0.004444444444444444,261917.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,56,GOOD SAMARITAN,0.000888888888888887,125044.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,57,SHADY GROVE,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,58,REHAB & ORTHO,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,60,FT. WASHINGTON,0.006222222222222221,121635.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,61,ATLANTIC GENERAL,0.005333333333333333,199020.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,62,SOUTHERN MARYLAND,-0.008888888888888889,-1456391.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,63,UM ST. JOSEPH,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,64,LEVINDALE,-0.006222222222222223,-349103.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,65,HC-Germantown,0.0037777777777777766,229055.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2020,MHAC,1,MERITUS,-0.0027,-592790.0,ry2020__ry2020mhacscaling__mhac_results.csv,% Adjustment,$ Adjustment
2020,MHAC,2,UNIVERSITY OF MARYLAND,0.0027,3249919.0,ry2020__ry2020mhacscaling__mhac_results.csv,% Adjustment,$ Adjustment
2020,MHAC,3,PRINCE GEORGE,0.0,0.0,ry2020__ry2020mhacscaling__mhac_results.csv,% Adjustment,$ Adjustment
2020,MHAC,4,HOLY CROSS,0.0067,2382578.0,ry2020__ry2020mhacscaling__mhac_results.csv,% Adjustment,$ Adjustment
