hosp_num,fiscal_year,fy_end_month,hospital_key,match_score,match_basis,equivalent_inpatient_adms_eipa_regulated_services,equivalent_inpatient_adms_eipa_total,gross_patient_revenue_regulated_services,gross_patient_revenue_total,gross_patient_revenue_unregulated_services,inpatient_readmission_charges,net_operating_profit_loss_regulated_services,net_operating_profit_loss_total,net_operating_profit_loss_unregulated_services,net_patient_revenue_npr_regulated_services,net_patient_revenue_npr_total,net_patient_revenue_npr_unregulated_services,nor_per_eipa_regulated_services,nor_per_eipa_total,npr_per_eipa_regulated_services,npr_per_eipa_total,operating_expenses_per_eipa_regulated_services,operating_expenses_per_eipa_total,other_operating_revenue_regulated_services,other_operating_revenue_total,other_operating_revenue_unregulated_services,potentially_avoidable_utilization_costs,risk_adjusted_ppc_rate,risk_adjusted_readmission_percent,total_direct_graduate_medical_education,total_direct_medical_education,total_excess_profit_loss,total_excess_profit_loss_net_operating_profit_of_regulated_nor,total_excess_profit_loss_net_total_operating_profit_of_total_nor,total_excess_profit_loss_total_excess_profit_of_total_revenue,total_non_operating_profit_loss,total_non_operating_profit_loss_change_in_net_operating_profit_regulated,total_non_operating_profit_loss_change_in_net_operating_profit_total,total_non_operating_profit_loss_change_in_nor_per_eipa_regulated,total_non_operating_profit_loss_change_in_npr_per_eipa_regulated,total_non_operating_profit_loss_change_in_oper_expense_per_eipa_regulated,total_non_operating_profit_loss_change_in_total_excess_profit,total_non_operating_profit_loss_net_operating_profit_of_regulated_nor,total_non_operating_profit_loss_net_total_operating_profit_of_total_nor,total_non_operating_profit_loss_non_operating_expenses,total_non_operating_profit_loss_non_operating_revenue,total_non_operating_profit_loss_total_excess_profit,total_non_operating_profit_loss_total_excess_profit_of_total_revenue,total_operating_expenses_regulated_services,total_operating_expenses_total,total_regulated_inpatient_admissions,total_regulated_outpatient_visits,net_operating_profit_of_regulated_nor,net_total_operating_profit_of_total_nor,total_excess_profit_of_total_revenue
32,2013,June,UNION HOSPITAL OF CECIL COUNTY,1.0,cms_name,12828.0,15834.0,153372900.0,189329600.0,35956700.0,9416702.0,15753700.0,5112000.0,-10641700.0,125947900.0,141178600.0,15230700.0,10035.8,9223.98,9818.47,8916.11,8807.7,8901.14,128735700.0,146053500.0,17317800.0,15525727.0,1.37,11.3,0.0,,9281500.0,12.24,3.5,6.15,4169500.0,5.35,2.47,9.54,7.71,9.57,118.06,12.24,3.5,602400.0,4771900.0,9281500.0,6.15,112982000.0,140941500.0,5750.0,47563.0,12.24,3.5,6.15
32,2014,June,UNION HOSPITAL OF CECIL COUNTY,1.0,cms_name,,,157913800.0,189850700.0,31936900.0,9233707.0,14909300.0,3372300.0,-11537000.0,130347100.0,145150300.0,14803200.0,,,,,,,132904600.0,149788499.0,16883899.0,16863250.0,1.04,9.77,0.0,0.0,10810500.0,11.22,2.25,6.86,7438200.0,,,,,,,,,287100.0,7725300.0,,,117995300.0,146416200.0,5045.0,44457.0,11.22,2.25,6.86
32,2015,June,UNION HOSPITAL OF CECIL COUNTY,1.0,cms_name,,,157025000.0,193187400.0,36162400.0,10520633.0,14652783.0,2629283.0,-12023500.0,132874783.0,149448883.0,16574100.0,,,,,,,134801783.0,153379283.0,18577500.0,21091433.0,0.83,11.07,0.0,0.0,2163183.0,10.87,1.71,1.4,-466100.0,,,,,,,,,1062800.0,596700.0,,,120149000.0,150750000.0,,,10.87,1.71,1.4
32,2016,June,UNION HOSPITAL OF CECIL COUNTY,1.0,cms_name,,,160304000.0,197689100.0,37385100.0,9229685.0,16286669.0,3117769.0,-13168900.0,136329669.0,152147469.0,15817800.0,,,,,,,1469400.0,3614200.0,2144800.0,19925805.0,0.6,10.71,,0.0,2859969.0,11.82,2.0,1.84,-257800.0,,,,,,,,,292800.0,35000.0,,,121512400.0,152643900.0,,,11.82,2.0,1.84
32,2017,June,UNION HOSPITAL OF CECIL COUNTY,1.0,cms_name,,,160871300.0,196999200.0,36127900.0,8676003.0,17485243.0,956043.0,-16529200.0,137576843.0,152778743.0,15201900.0,,,,,,,140903543.0,5260300.0,1933600.0,19921624.0,0.65,9.96,,0.0,5978843.0,12.41,0.6,3.66,5022800.0,,,,,,,,,263800.0,5286600.0,,,123418300.0,157083000.0,,,12.41,0.6,3.66
32,2018,June,UNION HOSPITAL OF CECIL COUNTY,1.0,cms_name,,,166233700.0,201359900.0,35126200.0,9624707.0,8625180.0,-12668020.0,-21293200.0,138794480.0,152005780.0,13211300.0,,,,,,,136410380.0,-431000.0,1953100.0,20086127.0,0.53,10.68,,0.0,-9659220.0,6.32,-8.36,-6.22,3008800.0,,,,,,,,,618500.0,3627300.0,,,127785200.0,164242800.0,,,6.32,-8.36,-6.22
33,2007,June,CARROLL HOSPITAL CENTER,1.0,cms_name,21047.0,29669.0,169471500.0,238897100.0,69425600.0,,13441101.0,10192292.0,-3248809.0,149708066.0,189053887.0,39345821.0,7172.13,6886.82,7113.09,6372.13,6533.5,6543.28,150950546.0,204323968.0,53373422.0,,,,,,,,,,7761863.0,27.31,47.84,3.92,3.86,2.6,40.06,8.9,4.99,4226000.0,11987863.0,17954155.0,8.3,137509445.0,194131676.0,,,8.9,4.99,8.3
33,2008,June,CARROLL HOSPITAL CENTER,1.0,cms_name,21413.0,27369.0,186262700.0,238070789.0,51808089.0,,16057126.0,10545271.0,-5511855.0,163557665.0,206617720.0,43060055.0,7713.21,8133.84,7638.22,7549.33,6963.34,7748.54,165163581.0,222615025.0,57451444.0,,,,,,,,,,1095000.0,19.46,3.46,7.54,7.38,6.58,-35.17,9.72,4.74,5374800.0,6469800.0,11640271.0,5.08,149106455.0,212069754.0,,,9.72,4.74,5.08
33,2009,June,CARROLL HOSPITAL CENTER,1.0,cms_name,21787.0,27830.0,196154700.0,250565106.0,54410406.0,,12053197.0,4129112.0,-7924085.0,172583312.0,218294716.0,45711404.0,7975.36,8445.79,7921.56,7843.92,7422.12,8297.42,173755553.0,235044615.0,61289062.0,,,,,,,,,,-6689757.0,-24.94,-60.84,3.4,3.71,6.59,-122.0,6.94,1.76,8749631.0,2059874.0,-2560645.0,-1.08,161702356.0,230915503.0,,,6.94,1.76,-1.08
33,2010,June,CARROLL HOSPITAL CENTER,1.0,cms_name,22366.0,27981.0,202238000.0,253002598.0,50764598.0,,9970747.0,-1295873.0,-11266620.0,176005258.0,220040638.0,44035380.0,7927.9,8469.65,7869.19,7864.03,7482.11,8515.96,177318406.0,16945467.0,59667699.0,,,,,,,,,,-2445034.0,-17.28,-131.38,-0.6,-0.66,0.81,-46.09,5.62,-0.55,9777977.0,7332943.0,-3740907.0,-1.53,167347659.0,238281978.0,,,5.62,-0.55,-1.53
33,2011,June,CARROLL COUNTY GENERAL HOSPITAL,0.808,short_name,20643.0,30183.0,214427800.0,313522332.0,99094532.0,,21451372.0,9431303.0,-12020069.0,182174860.0,226707479.0,44532619.0,8878.76,8110.89,8824.85,7510.99,7839.62,7798.43,1112911.0,244814489.0,61526718.0,,,,,,,,,,10693197.0,115.14,827.8,11.99,12.14,4.78,637.96,11.7,3.85,471339.0,11164536.0,20124500.0,7.86,161836399.0,235383186.0,,,11.7,3.85,7.86
33,2012,June,CARROLL COUNTY GENERAL HOSPITAL,0.808,short_name,21220.0,27510.0,243424400.0,318109011.0,74684611.0,,21765581.0,16846195.0,-4919386.0,203507315.0,238454868.0,34947553.0,9635.72,8734.56,9590.48,8667.88,8609.99,8122.19,959950.0,1834196.0,874246.0,,,,,,4870116.0,,,,-11976079.0,1.46,78.62,8.53,8.68,9.83,-75.8,10.65,7.01,13789821.0,1813742.0,4870116.0,2.01,182701684.0,223442869.0,12276.0,87911.0,10.65,7.01,2.01
33,2013,June,CARROLL COUNTY GENERAL HOSPITAL,0.808,short_name,20590.0,26773.0,249075200.0,326821743.0,77746543.0,19311861.0,25286993.0,20249287.0,-5037706.0,208787942.0,245178479.0,36390537.0,10312.98,9323.99,10140.48,9157.52,9084.84,8567.67,3551806.0,4456858.0,905052.0,33506514.0,1.11,12.52,0.0,,30673703.0,11.91,8.11,11.75,10424416.0,16.18,20.2,7.03,5.73,5.51,529.84,11.91,8.11,1056253.0,11480669.0,30673703.0,11.75,187052755.0,229386050.0,11585.0,89538.0,11.91,8.11,11.75
33,2014,June,CARROLL HOSPITAL CENTER,1.0,cms_name,,,251985400.0,326598037.0,74612637.0,19803411.0,26236823.0,20801058.0,-5435765.0,211421290.0,245148151.0,33726861.0,,,,,,,4639865.0,250749472.0,961456.0,33718360.0,1.23,12.54,,0.0,27155986.0,12.14,8.3,10.43,6354928.0,,,,,,,,,3239779.0,9594707.0,,,189824332.0,229948414.0,,,12.14,8.3,10.43
33,2015,June,CARROLL HOSPITAL CENTER,1.0,cms_name,,,254037700.0,327635456.0,73597756.0,19212722.0,20563115.0,15920466.0,-4642649.0,217722362.0,250816235.0,33093873.0,,,,,,,220319442.0,254653393.0,34333951.0,35943138.0,1.01,11.3,,0.0,11992597.0,9.33,6.25,4.69,-3927869.0,,,,,,,,,5151553.0,1223684.0,,,199756327.0,238732927.0,,,9.33,6.25,4.69
33,2016,June,CARROLL HOSPITAL CENTER,1.0,cms_name,,,254064500.0,328756623.0,74692123.0,17853592.0,20996996.0,16332334.0,-4664662.0,217990560.0,250093683.0,32103123.0,,,,,,,2468694.0,5359294.0,2890600.0,33568326.0,0.8,11.29,,0.0,16640634.0,9.52,6.39,6.32,308300.0,,,,,,,,,7722000.0,8030300.0,,,199462258.0,239120643.0,,,9.52,6.39,6.32
33,2017,June,CARROLL HOSPITAL CENTER,1.0,cms_name,,,235036100.0,314123956.0,79087856.0,17891537.0,29702414.0,25002752.0,-4699662.0,203593415.0,237403519.0,33810104.0,,,,,,,6456700.0,10420910.0,3964210.0,35968557.0,0.72,11.1,,0.0,39726752.0,14.14,10.09,15.13,14724000.0,,,,,,,,,0.0,14724000.0,,,180347701.0,222821677.0,,,14.14,10.09,15.13
33,2018,June,CARROLL HOSPITAL CENTER,1.0,cms_name,,,234993744.0,376380113.0,141386369.0,21279816.0,35048664.0,16575419.0,-18473245.0,203614042.0,263461709.0,59847667.0,,,,,,,11322281.0,17019999.0,5697718.0,41981836.0,0.66,11.43,,0.0,30384078.0,16.31,5.91,10.32,13808659.0,,,,,,,,,0.0,13808659.0,,,179887659.0,263906289.0,,,16.31,5.91,10.32
34,2007,June,HARBOR HOSPITAL,0.975,short_name,17288.0,18462.0,180144800.0,216003422.0,35858622.0,,2545440.0,4343959.0,1798519.0,147519196.0,163269476.0,15750280.0,8621.65,9289.18,8532.89,8843.71,8474.42,9053.88,149053833.0,171493558.0,22439725.0,,,,,,,,,,651861.0,72.51,146.83,6.1,6.34,5.43,68.17,1.71,2.53,0.0,651861.0,4995820.0,2.9,146508393.0,167149599.0,,,1.71,2.53,2.9
34,2008,June,HARBOR HOSPITAL,0.975,short_name,18190.0,19419.0,194020200.0,231198768.0,37178568.0,,5832846.0,6658858.0,826012.0,161116541.0,177447967.0,16331426.0,8947.98,9596.32,8857.48,9137.91,8627.32,9253.41,162762700.0,186349738.0,23587038.0,,,,,,,,,,370628.0,129.15,53.29,3.78,3.8,1.8,40.71,3.58,3.57,0.0,370628.0,7029486.0,3.76,156929854.0,179690880.0,,,3.58,3.57,3.76
34,2009,June,HARBOR HOSPITAL,0.975,short_name,18443.0,19382.0,200915200.0,237505938.0,36590738.0,,7291012.0,5815185.0,-1475827.0,169691122.0,184502799.0,14811677.0,9345.81,10024.53,9200.93,9519.5,8950.48,9724.5,172363135.0,194291208.0,21928073.0,,,,,,,,,,174456.0,25.0,-12.67,4.45,3.88,3.75,-14.79,4.23,2.99,0.0,174456.0,5989641.0,3.08,165072123.0,188476023.0,,,4.23,2.99,3.08
34,2010,June,HARBOR HOSPITAL CENTER,0.975,short_name,17511.0,18358.0,197161200.0,234865196.0,37703996.0,,10112345.0,6261817.0,-3850528.0,164310074.0,179685647.0,15375573.0,9509.44,10348.68,9383.37,9787.72,8931.94,10007.59,2207599.0,10298168.0,8090569.0,,,,,,,,,,121052.0,38.7,7.68,1.75,1.98,-0.21,6.57,6.07,3.3,0.0,121052.0,6382869.0,3.36,156405328.0,183721998.0,,,6.07,3.3,3.36
34,2011,June,MEDSTAR HARBOR HOSPITAL,1.0,cms_name,15536.0,16210.0,200717500.0,237503390.0,36785890.0,,12583896.0,7655964.0,-4927932.0,165509687.0,180755181.0,15245494.0,10865.19,11813.26,10653.05,11150.63,10055.22,11340.97,168805482.0,10741295.0,22690994.0,,,,,,,,,,157915.0,24.44,22.26,14.26,13.53,12.58,22.42,7.45,4.0,0.0,157915.0,7813879.0,4.08,156221586.0,183840512.0,,,7.45,4.0,4.08
34,2012,June,MEDSTAR HARBOR HOSPITAL,1.0,cms_name,14942.0,16948.0,209694300.0,276497407.0,66803107.0,,2534277.0,-2709768.0,-5244045.0,166004244.0,187468729.0,21464485.0,11343.52,11761.09,11109.59,11061.13,11173.92,11920.97,3495467.0,199331859.0,8367663.0,,,,,,-2489549.0,,,,220219.0,-79.86,-135.39,4.4,4.29,11.13,-131.86,1.5,-1.36,0.0,220219.0,-2489549.0,-1.25,166965434.0,202041627.0,10096.0,62867.0,1.5,-1.36,-1.25
34,2013,June,MEDSTAR HARBOR HOSPITAL,1.0,cms_name,13861.0,16059.0,201141000.0,274086343.0,72945343.0,18663197.0,12288534.0,5783805.0,-6504729.0,165007143.0,190605494.0,25598351.0,12276.81,12739.5,11904.52,11869.01,11390.25,12379.34,170167330.0,204584682.0,34417352.0,30261929.0,0.92,14.41,4596520.0,,6061104.0,7.22,2.83,2.96,277299.0,384.89,313.44,8.23,7.16,1.94,343.46,7.22,2.83,-78576.0,198723.0,6061104.0,2.96,157878796.0,198800877.0,8581.0,67279.0,7.22,2.83,2.96
34,2014,June,MEDSTAR HARBOR HOSPITAL,1.0,cms_name,,,205146300.0,283651362.0,78505062.0,16918085.0,29901331.0,20232843.0,-9668488.0,171046194.0,196365264.0,25319070.0,,,,,,,176417913.0,209932957.0,33515044.0,27743826.0,1.01,13.78,4402330.0,,20739733.0,16.95,9.64,9.86,506890.0,,,,,,,,,0.0,506890.0,,,146516583.0,189700114.0,7624.0,66579.0,16.95,9.64,9.86
34,2015,June,MEDSTAR HARBOR HOSPITAL,1.0,cms_name,,,207452600.0,270015025.0,62562425.0,18026886.0,23482119.0,11083384.0,-12398735.0,164442500.0,190072147.0,25629647.0,,,,,,,168456379.0,202664365.0,34207986.0,28242626.0,0.7,13.09,4637050.0,,11457920.0,13.94,5.47,5.64,374536.0,,,,,,,,,0.0,374536.0,,,144974260.0,191580981.0,,,13.94,5.47,5.64
34,2016,June,MEDSTAR HARBOR HOSPITAL CENTER,0.975,hscrc_name,,,194368900.0,254858687.0,60489787.0,16417485.0,26909765.0,14871259.0,-12038506.0,167091643.0,193640304.0,26548660.0,,,,,,,170477083.0,11607519.0,34770740.0,27407482.0,0.55,13.06,,4696418.0,14195125.0,15.78,7.25,6.91,-676135.0,,,,,,,,,992439.0,316304.0,,,143567318.0,190376563.0,,,15.78,7.25,6.91
34,2017,June,MEDSTAR HARBOR HOSPITAL CENTER,0.975,hscrc_name,,,193637500.0,245335448.0,51697948.0,17086065.0,31203452.0,18318128.0,-12885324.0,164274809.0,187141780.0,22866971.0,,,,,,,10391341.0,18178650.0,30654280.0,29886931.0,0.65,12.69,,5343651.0,18852067.0,17.86,8.92,9.16,533939.0,,,,,,,,,0.0,533939.0,,,143462698.0,187002302.0,,,17.86,8.92,9.16
34,2018,June,MEDSTAR HARBOR HOSPITAL CENTER,0.975,hscrc_name,,,194521777.0,243324429.0,48802652.0,17945439.0,27199630.0,17187530.0,-10012101.0,165264021.0,187827004.0,22562984.0,,,,,,,4277651.0,200696010.0,31154338.0,29821185.0,0.61,13.8,,5191474.0,17715591.0,16.04,8.56,8.8,528062.0,,,,,,,,,0.0,528062.0,,,142342041.0,183508480.0,,,16.04,8.56,8.8
35,2011,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,12619.0,12679.0,115504200.0,116264200.0,760000.0,,2881182.0,2934013.0,52831.0,95590668.0,95875468.0,284800.0,7586.68,7611.56,7574.99,7561.51,7358.36,7380.16,147457.0,96509983.0,487058.0,,,,,,,,,,1659487.0,43.06,74.39,-0.71,-0.81,-1.61,146.82,3.01,3.04,0.0,1659487.0,4593499.0,4.68,92856943.0,93575970.0,,,3.01,3.04,4.68
35,2012,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,12406.0,12448.0,126393900.0,126819047.0,425147.0,,8657595.0,8227962.0,-429633.0,103830122.0,104045927.0,215805.0,8346.45,8373.9,8369.2,8358.48,7648.61,7712.92,-282149.0,192054.0,474202.0,,,,,,-656038.0,,,,-8884000.0,200.49,180.43,10.01,10.48,3.94,-114.28,8.36,7.89,0.0,-8884000.0,-656038.0,-0.69,94890378.0,96010018.0,7083.0,56821.0,8.36,7.89,-0.69
35,2013,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,14264.0,14368.0,137003900.0,138003243.0,999343.0,13057534.0,11700484.0,10000172.0,-1700312.0,112746501.0,113589247.0,842746.0,7893.33,7928.46,7904.32,7905.74,7073.05,7232.45,-156758.0,326462.0,483220.0,23352158.0,1.1,13.02,0.0,,4734172.0,10.39,8.78,4.36,-5266000.0,35.15,21.54,-5.43,-5.55,-7.53,821.63,10.39,8.78,0.0,-5266000.0,4734172.0,4.36,100889258.0,103915537.0,7717.0,55414.0,10.39,8.78,4.36
35,2014,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,,,144785724.0,145576213.0,790489.0,11779052.0,12894884.0,10997022.0,-1897862.0,118662627.0,119241694.0,579067.0,,,,,,,118691590.0,510252.0,1060356.0,23174274.0,0.83,11.7,0.0,0.0,10169022.0,10.86,9.18,8.56,-828000.0,,,,,,,,,-181000.0,-1009000.0,,,105796706.0,108754924.0,7554.0,71016.0,10.86,9.18,8.56
35,2015,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,,,148386400.0,149456173.0,1069773.0,11854863.0,17413251.0,15288818.0,-2124433.0,123706426.0,124428818.0,722392.0,,,,,,,123759953.0,544000.0,1212865.0,22975561.0,0.77,11.95,0.0,0.0,14283818.0,14.07,12.23,11.52,-1005000.0,,,,,,,,,0.0,-1005000.0,,,106346702.0,109684000.0,,,14.07,12.23,11.52
35,2016,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,,,148692700.0,150144171.0,1451471.0,10706616.0,18012966.0,14747023.0,-3265943.0,126752451.0,127601183.0,848732.0,,,,,,,288272.0,128310023.0,420568.0,21422142.0,0.79,9.96,,0.0,13560023.0,14.18,11.49,10.53,-1187000.0,,,,,,,,,1595000.0,408000.0,,,109027757.0,113563000.0,,,14.18,11.49,10.53
35,2017,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,,,148862300.0,150714359.0,1852059.0,10252954.0,17390005.0,13589044.0,-3800961.0,128909182.0,129861044.0,951862.0,,,,,,,65517.0,507000.0,441483.0,20280491.0,0.42,9.58,,0.0,16373044.0,13.48,10.42,12.26,2784000.0,,,,,,,,,434000.0,3218000.0,,,111584695.0,116779000.0,,,13.48,10.42,12.26
35,2018,June,UM CHARLES REGIONAL MEDICAL CENTER,0.975,name_history,,,156420846.0,158495781.0,2074935.0,11236787.0,18331170.0,13931935.0,-4399234.0,132146931.0,133241935.0,1095004.0,,,,,,,117312.0,550000.0,432688.0,19946032.0,0.38,9.98,,0.0,15312935.0,13.86,10.41,11.26,1381000.0,,,,,,,,,831000.0,2212000.0,,,113933074.0,119860000.0,,,13.86,10.41,11.26
37,2007,June,MEMORIAL HOSPITAL AT EASTON,0.682,short_name,14682.0,18067.0,127272636.0,155966895.0,28694259.0,,5015152.0,3596035.0,-1419118.0,112740414.0,124891948.0,12151534.0,7803.82,7094.0,7679.02,6912.54,7462.22,6894.97,114572706.0,128170528.0,13597822.0,,,,,,,,,,4611126.0,-12.0,27.27,6.34,5.98,7.53,64.59,4.38,2.81,-62542.0,4548584.0,8207172.0,6.18,109557554.0,124574494.0,,,4.38,2.81,6.18
37,2008,June,MEMORIAL HOSPITAL AT EASTON,0.682,short_name,16140.0,19539.0,144112600.0,174463692.0,30351092.0,,1886991.0,3065460.0,1178469.0,125016601.0,137205850.0,12189249.0,7889.51,7218.08,7745.65,7021.98,7772.6,7061.2,127338515.0,141037544.0,13699029.0,,,,,,,,,,-609827.0,-62.37,-14.75,1.1,0.87,4.16,-70.08,1.48,2.17,0.0,-609827.0,2455633.0,1.75,125451524.0,137972084.0,,,1.48,2.17,1.75
37,2009,June,MEMORIAL HOSPITAL AT EASTON,0.682,short_name,16349.0,19715.0,160032300.0,192981071.0,32948771.0,,6908669.0,8085103.0,1176434.0,139245218.0,152557641.0,13312423.0,8625.55,7901.73,8517.27,7738.32,8202.96,7491.62,141015514.0,155779125.0,14763611.0,,,,,,,,,,-6152200.0,266.12,163.75,9.33,9.96,5.54,-21.29,4.9,5.19,0.0,-6152200.0,1932904.0,1.29,134106845.0,147694022.0,,,4.9,5.19,1.29
37,2010,June,MEMORIAL HOSPITAL AT EASTON,0.682,short_name,16433.0,19668.0,160769200.0,192417839.0,31648639.0,,6032927.0,5371887.0,-661040.0,137414364.0,149791234.0,12376870.0,8471.95,7782.63,8362.0,7615.91,8104.83,7509.51,1806811.0,3279020.0,1472209.0,,,,,,,,,,4540080.0,-12.68,-33.56,-1.78,-1.82,-1.2,412.8,4.33,3.51,0.0,4540080.0,9911967.0,6.29,133188248.0,147698367.0,,,4.33,3.51,6.29
37,2011,June,UM SHORE MEDICAL EASTON,0.694,cms_name,16228.0,19366.0,173171500.0,206661144.0,33489644.0,,9048607.0,9241189.0,192582.0,145233736.0,158344695.0,13110959.0,9198.51,8458.3,8949.77,8176.46,8640.91,7981.11,4036480.0,163802666.0,1421491.0,,,,,,,,,,9777820.0,49.99,72.03,8.58,7.03,6.61,91.88,6.06,5.64,0.0,9777820.0,19019010.0,10.96,140221608.0,154561476.0,,,6.06,5.64,10.96
37,2012,June,UM SHORE MEDICAL EASTON,0.694,cms_name,16087.0,19316.0,184647500.0,221718171.0,37070671.0,,15184237.0,15013761.0,-170476.0,152889603.0,166216458.0,13326855.0,9731.15,8842.45,9504.11,8604.98,8787.25,8065.19,156541896.0,170803429.0,14261533.0,,,,,,13061338.0,,,,-1952423.0,67.81,62.47,5.79,6.19,1.69,-31.32,9.7,8.79,0.0,-1952423.0,13061338.0,7.74,141357659.0,155789668.0,8313.0,51873.0,9.7,8.79,7.74
37,2013,June,UM SHORE MEDICAL EASTON,0.694,cms_name,15530.0,18854.0,186358600.0,226239474.0,39880874.0,11906417.0,13099182.0,10368850.0,-2730332.0,149505473.0,163817692.0,14312219.0,9685.93,8825.2,9626.79,8688.92,8842.46,8275.23,918482.0,166386967.0,15963011.0,22416794.0,1.06,11.37,0.0,,14371024.0,8.71,6.23,8.43,4002174.0,-13.73,-30.94,-0.46,1.29,0.63,10.03,8.71,6.23,0.0,4002174.0,14371024.0,8.43,137324774.0,156018117.0,8074.0,48025.0,8.71,6.23,8.43
37,2014,June,UM SHORE MEDICAL EASTON,0.694,cms_name,,,187483400.0,231055953.0,43572553.0,12673851.0,13445938.0,9298864.0,-4147074.0,152823340.0,167472165.0,14648824.0,,,,,,,814178.0,170127691.0,16490172.0,23528859.0,0.99,12.76,0.0,,17180916.0,8.75,5.47,9.65,7882051.0,,,,,,,,,0.0,7882051.0,,,140191581.0,160828827.0,7920.0,42620.0,8.75,5.47,9.65
37,2015,June,UM SHORE MEDICAL EASTON,0.694,cms_name,,,192831500.0,238263100.0,45431600.0,12780486.0,23367326.0,19799144.0,-3568182.0,163132861.0,178826076.0,15693215.0,,,,,,,691214.0,181758590.0,2241300.0,24798339.0,0.96,12.55,0.0,,19502785.0,14.26,10.89,10.75,-296359.0,,,,,,,,,0.0,-296359.0,,,140456749.0,161959446.0,,,14.26,10.89,10.75
37,2016,June,UM SHORE REGIONAL HEALTH AT EASTON,0.687,cms_name,,,199614100.0,245089382.0,45475282.0,11098830.0,25878671.0,23062807.0,-2815864.0,172262074.0,189616236.0,17354162.0,,,,,,,172632016.0,192040827.0,19408811.0,23349070.0,0.67,11.12,,0.0,19341807.0,14.99,12.01,9.88,-3721000.0,,,,,,,,,7508000.0,3787000.0,,,146753345.0,168978020.0,,,14.99,12.01,9.88
37,2017,June,UM SHORE REGIONAL HEALTH AT EASTON,0.687,cms_name,,,203067800.0,250069898.0,47002098.0,11848480.0,16638706.0,13431327.0,-3207379.0,174176326.0,192705291.0,18528965.0,,,,,,,174708312.0,196935222.0,22226910.0,21816726.0,0.64,10.61,,0.0,21764327.0,9.52,6.82,10.6,8333000.0,,,,,,,,,0.0,8333000.0,,,158069606.0,183503895.0,,,9.52,6.82,10.6
37,2018,June,UM SHORE REGIONAL HEALTH AT EASTON,0.687,cms_name,,,210980106.0,257607002.0,46626896.0,11082531.0,22233786.0,22173512.0,-60274.0,178488454.0,198427146.0,19938692.0,,,,,,,178958567.0,202774801.0,23816234.0,17114255.0,0.4,10.29,,0.0,29714746.0,12.42,10.94,14.13,7541234.0,,,,,,,,,0.0,7541234.0,,,156724781.0,180601289.0,,,12.42,10.94,14.13
38,2011,June,UM MIDTOWN,0.909,hscrc_name,13553.0,14175.0,183154500.0,191566568.0,8412068.0,,18489775.0,4267138.0,-14222636.0,155116834.0,163456583.0,8339749.0,11455.23,11625.43,11445.47,11531.21,10090.94,11324.4,132329.0,164792138.0,9542975.0,,,,,,,,,,-108000.0,5.68,45.8,6.28,6.38,5.63,10.77,11.91,2.59,0.0,-108000.0,4159138.0,2.53,136759389.0,160525000.0,,,11.91,2.59,2.53
38,2012,June,UM MIDTOWN,0.909,hscrc_name,13404.0,13986.0,185438390.0,193492549.0,8054159.0,,10568126.0,-4135010.0,-14703136.0,154041944.0,162050715.0,8008771.0,11556.93,11731.26,11492.34,11586.59,10768.5,12026.91,154907773.0,2023301.0,1157473.0,,,,,,-4813010.0,,,,-678000.0,-42.84,-196.9,0.89,0.41,6.71,-215.72,6.82,-2.52,778000.0,100000.0,-4813010.0,-2.93,144339647.0,168209026.0,8870.0,52874.0,6.82,-2.52,-2.93
38,2013,June,UM MIDTOWN,0.909,hscrc_name,11991.0,13046.0,216173800.0,235203150.0,19029350.0,29990391.0,17952942.0,-3252386.0,-21205328.0,177185337.0,183353590.0,6168253.0,14799.15,14167.52,14776.59,14053.87,13301.95,14416.81,270527.0,184836341.0,7380478.0,38241796.0,1.26,16.9,4653320.0,,-3684386.0,10.12,-1.76,-2.0,-432000.0,69.88,21.35,28.05,28.58,23.53,23.45,10.12,-1.76,0.0,-432000.0,-3684386.0,-2.0,159502922.0,188088728.0,7527.0,66762.0,10.12,-1.76,-2.0
38,2014,June,UMMC MIDTOWN CAMPUS,0.975,name_history,,,222427600.0,238235826.0,15808226.0,26651282.0,22996711.0,3677202.0,-19319509.0,174389612.0,180384509.0,5994896.0,,,,,,,1163270.0,182546280.0,998502.0,33953129.0,0.88,16.42,,4245770.0,3078202.0,13.1,2.01,1.69,-599000.0,,,,,,,,,0.0,-599000.0,,,152556172.0,178869079.0,,,13.1,2.01,1.69
38,2015,June,UMMC MIDTOWN CAMPUS,0.975,name_history,,,228795700.0,244584305.0,15788605.0,26330021.0,23478530.0,1452613.0,-22025917.0,185184700.0,191995664.0,6810964.0,,,,,,,471695.0,193533638.0,7877242.0,34725098.0,1.05,15.49,,4028360.0,943613.0,12.65,0.75,0.49,-509000.0,,,,,,,,,0.0,-509000.0,,,162177865.0,192081025.0,,,12.65,0.75,0.49
