rate_year,hospid,md_provider_number,hospital_name,mid_year_target,year_end_target,source_file
2019,1.0,210001,Meritus Medical Center,185075342.2192,370256624.1269,ry_2019_05_01_19_final__mid_final_targets.csv
2019,2.0,210002,University of Maryland Medical Center,772308163.4819772,1557358104.5824642,ry_2019_05_01_19_final__mid_final_targets.csv
2019,3.0,210003,University of Maryland Capital Region Medical Center,149930762.69682634,346274822.0177461,ry_2019_05_01_19_final__mid_final_targets.csv
2019,4.0,210004,Holy Cross Hospital,259873674.8210626,519805327.83976674,ry_2019_05_01_19_final__mid_final_targets.csv
2019,5.0,210005,Frederick Health Hospital,176198760.0131,354281013.4094,ry_2019_05_01_19_final__mid_final_targets.csv
2019,6.0,210006,University of Maryland Harford Memorial Hospital,56250283.0,113111368.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,8.0,210008,Mercy Medical Center ,271265999.43,555862505.677,ry_2019_05_01_19_final__mid_final_targets.csv
2019,9.0,210009,Johns Hopkins Hospital,1219667013.6093488,2476494742.0612173,ry_2019_05_01_19_final__mid_final_targets.csv
2019,10.0,210010,University of Maryland Shore Medical Center at Cambridge,25504204.6964732,48195994.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,11.0,210011,Ascension St. Agnes Hospital,217952142.17682335,430902898.65441,ry_2019_05_01_19_final__mid_final_targets.csv
2019,12.0,210012,Sinai Hospital of Baltimore ,394192607.0686792,789968926.992636,ry_2019_05_01_19_final__mid_final_targets.csv
2019,13.0,210013,Grace Medical Center,59081837.62721075,115481386.5590679,ry_2019_05_01_19_final__mid_final_targets.csv
2019,15.0,210015,MedStar Franklin Square Hospital Center,277225617.0903247,555813121.9830257,ry_2019_05_01_19_final__mid_final_targets.csv
2019,16.0,210016,Adventist White Oak,141038205.0,288381043.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,17.0,210017,Garrett County Memorial Hospital,31300156.7169,63631807.0651,ry_2019_05_01_19_final__mid_final_targets.csv
2019,18.0,210018,MedStar Montgomery Medical Center,91340550.80098684,179746972.67784318,ry_2019_05_01_19_final__mid_final_targets.csv
2019,19.0,210019,"TidalHealth Peninsula Regional, Inc",226595562.0596,455584862.3364,ry_2019_05_01_19_final__mid_final_targets.csv
2019,22.0,210022,Suburban Hospital,164544267.0,335595509.6243863,ry_2019_05_01_19_final__mid_final_targets.csv
2019,23.0,210023,Anne Arundel Medical Center,317706401.3620726,639391540.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,24.0,210024,MedStar Union Memorial Hospital,211289973.802638,421807383.2616984,ry_2019_05_01_19_final__mid_final_targets.csv
2019,27.0,210027,Western Maryland Regional Medical Center,166956679.6926,336930418.8501,ry_2019_05_01_19_final__mid_final_targets.csv
2019,28.0,210028,MedStar St. Mary's Hospital,95258329.73923644,190693442.57190368,ry_2019_05_01_19_final__mid_final_targets.csv
2019,29.0,210029,Johns Hopkins Bayview Medical Center,338729864.0973468,691656048.6352597,ry_2019_05_01_19_final__mid_final_targets.csv
2019,30.0,210030,University of Maryland Shore Medical Center at Chestertown,29275247.8963315,56036269.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,32.0,210032,"ChristianaCare, Union ",82315400.64550392,164310086.06700182,ry_2019_05_01_19_final__mid_final_targets.csv
2019,33.0,210033,Carroll Hospital Center ,116645180.6153768,233852192.13503277,ry_2019_05_01_19_final__mid_final_targets.csv
2019,34.0,210034,MedStar Harbor Hospital Center,94418349.24095944,188108835.2649314,ry_2019_05_01_19_final__mid_final_targets.csv
2019,35.0,210035,University of Maryland Charles Regional Medical Center,79336970.62497191,158727067.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,37.0,210037,University of Maryland Shore Medical Center at Easton,107187766.01562458,220922870.49168763,ry_2019_05_01_19_final__mid_final_targets.csv
2019,38.0,210038,University of Maryland Midtown Campus,115724176.1695769,230338603.6823735,ry_2019_05_01_19_final__mid_final_targets.csv
2019,39.0,210039,Calvert Memorial Hospital,75829221.32764283,153422401.67506707,ry_2019_05_01_19_final__mid_final_targets.csv
2019,40.0,210040,Northwest Hospital Center ,135013049.86901015,273079846.4557021,ry_2019_05_01_19_final__mid_final_targets.csv
2019,43.0,210043,University of Maryland Baltimore Washington Medical Center,221630323.2688281,447470176.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,44.0,210044,Greater Baltimore Medical Center,234416912.543345,476011365.3002231,ry_2019_05_01_19_final__mid_final_targets.csv
2019,45.0,210045,TidalHealth McCready Pavillion,8685622.9255,15680852.3173,ry_2019_05_01_19_final__mid_final_targets.csv
2019,48.0,210048,Howard County General Hospital,154918109.80909073,308844934.3651675,ry_2019_05_01_19_final__mid_final_targets.csv
2019,49.0,210049,University of Maryland Upper Chesapeake Medical Center,161830624.0885948,325418508.1210432,ry_2019_05_01_19_final__mid_final_targets.csv
2019,51.0,210051,Doctors Community Hospital,125487578.89040698,257373705.8453456,ry_2019_05_01_19_final__mid_final_targets.csv
2019,55.0,210055,University of Maryland Laurel Medical Center,50665198.0,45272778.00198887,ry_2019_05_01_19_final__mid_final_targets.csv
2019,60.0,210060,Fort Washington Medical Center,26193806.1115,51953334.9881,ry_2019_05_01_19_final__mid_final_targets.csv
2019,61.0,210061,Atlantic General Hospital ,55580754.0,110742693.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,62.0,210062,MedStar Southern Maryland Hospital Center,138046253.80005482,274727883.26964176,ry_2019_05_01_19_final__mid_final_targets.csv
2019,63.0,210063,University of Maryland St. Joseph Medical Center,208010148.0,414791528.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,65.0,210065,Holy Cross Hospital - Germantown,49173745.29075955,99496076.0881812,ry_2019_05_01_19_final__mid_final_targets.csv
2019,87.0,210087,Germantown Emergency Center,7209364.574205989,14355662.432432763,ry_2019_05_01_19_final__mid_final_targets.csv
2019,88.0,210088,University of Maryland Queen Anne's Freestanding Emergency Center,3560314.059995243,7130656.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,333.0,210333,University of Maryland Bowie Health Center,10602882.79895913,21316703.699491687,ry_2019_05_01_19_final__mid_final_targets.csv
2019,2001.0,,,61912478.04544209,124833110.9354715,ry_2019_05_01_19_final__mid_final_targets.csv
2019,2004.0,210056,MedStar Good Samaritan Hospital,130259780.12244684,257867246.9217812,ry_2019_05_01_19_final__mid_final_targets.csv
2019,4000.0,214000,Sheppard Pratt Hospital,,154752115.5424,ry_2019_05_01_19_final__mid_final_targets.csv
2019,4003.0,214003,Brook Lane Psychiatric Hospital,,22547795.2826,ry_2019_05_01_19_final__mid_final_targets.csv
2019,4013.0,,,,,ry_2019_05_01_19_final__mid_final_targets.csv
2019,5033.0,,,30794844.0,62745866.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,5034.0,213300,Mt. Washington Pediatric Hospital,,57914261.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,5050.0,210057,Shady Grove Adventist Hospital,227277555.0,457115741.0,ry_2019_05_01_19_final__mid_final_targets.csv
2019,8992.0,218992,University of Maryland Shock Trauma,110946616.015088,223961729.5804305,ry_2019_05_01_19_final__mid_final_targets.csv
2020,1.0,210001,Meritus Medical Center,193802874.0855,396395586.8819,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,2.0,210002,University of Maryland Medical Center,829471480.6357096,1670049655.015334,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,3.0,210003,University of Maryland Capital Region Medical Center,178413346.3169616,350390187.17332923,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,4.0,210004,Holy Cross Hospital,267357039.0952,535648209.2850373,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,5.0,210005,Frederick Health Hospital,185439267.189,376108746.9408,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,6.0,210006,University of Maryland Harford Memorial Hospital,56250283.27277122,112898376.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,8.0,210008,Mercy Medical Center ,284756040.7001,588101019.3312,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,9.0,210009,Johns Hopkins Hospital,1304545138.188717,2628616491.5153537,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,10.0,210010,University of Maryland Shore Medical Center at Cambridge,24326741.835,47920217.891543545,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,11.0,210011,Ascension St. Agnes Hospital,218731856.0549,450774439.1725445,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,12.0,210012,Sinai Hospital of Baltimore ,408141400.0,857310235.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,13.0,210013,Grace Medical Center,26668151.0,35750859.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,15.0,210015,MedStar Franklin Square Hospital Center,290929977.7440158,590929711.0033711,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,16.0,210016,Adventist White Oak,155556492.0,312802114.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,17.0,210017,Garrett County Memorial Hospital,32261491.2727,64743970.4358,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,18.0,210018,MedStar Montgomery Medical Center,93479377.4581706,183184297.65854803,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,19.0,210019,"TidalHealth Peninsula Regional, Inc",237229765.947,481688269.1766,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,22.0,210022,Suburban Hospital,175911783.93733764,351790818.1956309,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,23.0,210023,Anne Arundel Medical Center,332640049.0,678843220.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,24.0,210024,MedStar Union Memorial Hospital,216227937.0012348,433161004.6142455,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,27.0,210027,Western Maryland Regional Medical Center,174185853.3236,350047545.3538,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,28.0,210028,MedStar St. Mary's Hospital,98626916.5531021,198543507.20119688,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,29.0,210029,Johns Hopkins Bayview Medical Center,358984874.0,726060409.6804944,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,30.0,210030,University of Maryland Shore Medical Center at Chestertown,27965338.131,55026058.20506661,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,32.0,210032,"ChristianaCare, Union ",86475957.0,173890926.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,33.0,210033,Carroll Hospital Center ,121032888.0,243155129.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,34.0,210034,MedStar Harbor Hospital Center,97309777.85872892,194250390.5684897,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,35.0,210035,University of Maryland Charles Regional Medical Center,81724840.90715206,164938110.12569147,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,37.0,210037,University of Maryland Shore Medical Center at Easton,117360280.3254,236887318.05556816,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,38.0,210038,University of Maryland Midtown Campus,115297616.6871321,231943291.55049485,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,39.0,210039,Calvert Memorial Hospital,79226497.0,159313286.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,40.0,210040,Northwest Hospital Center ,141996189.0,284868585.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,43.0,210043,University of Maryland Baltimore Washington Medical Center,236396610.515,469710876.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,44.0,210044,Greater Baltimore Medical Center,248579564.0,501069837.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,45.0,210045,TidalHealth McCready Pavillion,7766961.2509,1877619.5932,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,48.0,210048,Howard County General Hospital,159499861.9872589,320722110.3813731,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,49.0,210049,University of Maryland Upper Chesapeake Medical Center,166940406.50489864,338419761.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,51.0,210051,Doctors Community Hospital,133604162.0,272588995.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,55.0,210055,University of Maryland Laurel Medical Center,17467979.18286135,34634354.317893445,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,60.0,210060,Fort Washington Medical Center,27202662.8195,54217834.0415,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,61.0,210061,Atlantic General Hospital ,57988020.0,116797746.0,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,62.0,210062,MedStar Southern Maryland Hospital Center,142545752.85099152,288178980.1922951,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
2020,63.0,210063,University of Maryland St. Joseph Medical Center,202125066.5494,407610012.4327134,ry_2020_07_01_19_10_27_2020__mid_final_targets.csv
