entity,is_statewide_total,fiscal_year,eipa_regulated,eipa_total,excess_profit,gross_revenue_regulated,gross_revenue_total,gross_revenue_unregulated,inpatient_admissions,net_operating_revenue_regulated,net_operating_revenue_total,net_operating_revenue_unregulated,net_patient_revenue_regulated,net_patient_revenue_total,net_patient_revenue_unregulated,non_operating_profit,nor_per_eipa_regulated,nor_per_eipa_total,npr_per_eipa_regulated,npr_per_eipa_total,operating_expenses_regulated,operating_expenses_total,operating_expenses_unregulated,operating_profit_regulated,operating_profit_total,operating_profit_unregulated,opex_per_eipa_regulated,opex_per_eipa_total,other_operating_revenue_regulated,other_operating_revenue_total,other_operating_revenue_unregulated,pct_change_excess_profit,pct_change_nor_per_eipa_regulated,pct_change_npr_per_eipa_regulated,pct_change_operating_profit_regulated,pct_change_operating_profit_total,pct_excess_profit_of_total_revenue,pct_operating_profit_of_regulated_nor,pct_operating_profit_of_total_nor,reported_in_reports,n_source_reports,period_labels,name_variants,hosp_num,match_score,matched_name,match_basis,match_confidence,margin_regulated_pct,margin_total_pct
SUBURBAN HOSPITAL,False,2011,,,21629544.0,253166900.0,270496454.0,17329554.0,,222576022.0,246001378.0,,217988385.0,232253327.0,14264942.0,5903537.0,10848.81,11222.42,10625.2,10595.24,208508731.0,230275371.0,,,,,10163.14,10505.01,4587637.0,13748051.0,9160414.0,142.78,0.65,1.74,45.61,72.43,8.59,6.32,6.39,FY2011;FY2012;FY2013,3,June 2011,Suburban Hospital,22,1.0,SUBURBAN HOSPITAL,cms_name,high,,
SUBURBAN HOSPITAL,False,2012,,,11442898.0,272892400.0,283241592.0,10349192.0,,234064038.0,253195980.0,19131942.0,229323220.0,236686293.0,7363073.0,-2603825.0,11160.23,11631.34,10934.19,10872.92,216882253.0,239149257.0,,17181785.0,14046723.0,-3135062.0,10341.0,10986.06,4740818.0,16509687.0,11768869.0,-47.1,2.87,2.91,22.14,-10.68,4.57,7.34,5.55,FY2012;FY2013;FY2014,3,June 2012,Suburban Hospital,22,1.0,SUBURBAN HOSPITAL,cms_name,high,7.34,5.55
SUBURBAN HOSPITAL,False,2013,,,38134858.0,280578500.0,290725616.0,10147116.0,,239366740.0,284854016.0,45487276.0,232362800.0,235455816.0,3093016.0,4362488.0,11769.8,13849.24,11425.41,11447.56,218871188.0,251081646.0,,20495552.0,33772370.0,13276817.0,10762.02,12207.27,7003940.0,49398200.0,42394260.0,,,,,,13.19,8.56,11.86,FY2013;FY2014;FY2015,3,June 2013,Suburban Hospital,22,1.0,SUBURBAN HOSPITAL,cms_name,high,8.56,11.86
SUBURBAN HOSPITAL,False,2014,,,16401687.0,289286600.0,298919410.0,9632810.0,,242369074.0,264642548.0,22273474.0,239648239.0,243272753.0,3624514.0,13775934.0,,,,,225204531.0,262016800.0,,17164544.0,2625753.0,-14538791.0,,,2720835.0,21369795.0,18648960.0,,,,,,5.87,7.08,0.99,FY2014;FY2015;FY2016,3,June 2014,SUBURBAN HOSPITAL;Suburban Hospital,22,1.0,SUBURBAN HOSPITAL,cms_name,high,7.08,0.99
SUBURBAN HOSPITAL,False,2015,,,9813980.0,295844600.0,298270700.0,2426100.0,,262846755.0,275104980.0,12258225.0,248692415.0,250847980.0,2155565.0,-2411000.0,,,,,226375634.0,262880000.0,,36471122.0,12224980.0,-24246141.0,,,14154340.0,24257000.0,10102660.0,,,,,,3.56,13.88,4.44,FY2015;FY2016;FY2017,3,June 2015,SUBURBAN HOSPITAL;Suburban Hospital,22,1.0,SUBURBAN HOSPITAL,cms_name,high,13.88,4.44
SUBURBAN HOSPITAL,False,2016,,,10231562.0,301899200.0,304167718.0,2268518.0,,263371152.0,287387992.0,24016840.0,260794287.0,263034992.0,2240705.0,-6697000.0,,,,,236670658.0,270459430.0,,26700494.0,16928562.0,-9771932.0,,,2576865.0,24353000.0,21776135.0,,,,,,3.55,10.14,5.89,FY2016;FY2017;FY2018,3,June 2016,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,10.14,5.89
SUBURBAN HOSPITAL,False,2017,,,35570001.0,310897100.0,313271786.0,2374686.0,,273220227.0,294960001.0,21739774.0,265507832.0,267818001.0,2310170.0,23957000.0,,,,,250216327.0,283347000.0,,23003900.0,11613001.0,-11390898.0,,,7712395.0,27142000.0,19429605.0,,,,,,11.15,8.42,3.94,FY2017;FY2018;FY2019,3,June 2017,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,8.42,3.94
SUBURBAN HOSPITAL,False,2018,,,29230041.0,329368123.0,331146751.0,1778628.0,,282592080.0,303712800.0,21120720.0,279840920.0,281560800.0,1719879.0,20828000.0,,,,,261990876.0,295310758.0,,20601204.0,8402041.0,-12199162.0,,,2751160.0,22152000.0,19400840.0,,,,,,9.01,7.29,2.77,FY2018;FY2019;FY2020,3,June 2018,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,7.29,2.77
SUBURBAN HOSPITAL,False,2019,,,19984044.0,336635122.0,338130019.0,1494898.0,,291014299.0,310687014.0,19672715.0,288495017.0,289980014.0,1484998.0,9818000.0,,,,,263381101.0,300520970.0,,27633199.0,10166044.0,-17467155.0,,,2519283.0,20707000.0,18187717.0,,,,,,5.97,9.5,3.27,FY2019;FY2020;FY2021,3,June 2019,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,9.5,3.27
SUBURBAN HOSPITAL,False,2020,,,4913027.0,323439291.0,324426317.0,987026.0,,279811924.0,315177027.0,35365102.0,274215001.0,275202027.0,987026.0,608000.0,,,,,270319563.0,310872000.0,40552437.0,9492361.0,4305027.0,-5187334.0,,,5596924.0,39975000.0,34378076.0,,,,,,1.54,3.39,1.37,FY2020;FY2021;FY2022,3,June 2020,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,3.39,1.37
SUBURBAN HOSPITAL,False,2021,,,76479719.0,370254626.0,371075815.0,821189.0,,321331699.0,351854895.0,30523196.0,318252329.0,319073518.0,821189.0,60489545.0,,,,,297164021.0,335864721.0,38700700.0,24167678.0,15990174.0,-8177504.0,,,3079371.0,32781377.0,29702007.0,,,,,,18.55,7.52,4.54,FY2021;FY2022;FY2023,3,June 2021,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,7.52,4.54
SUBURBAN HOSPITAL,False,2022,,,-42052756.0,392501910.0,393220919.0,719009.0,,340441900.0,357572857.0,17130957.0,337029398.0,337748407.0,719009.0,-42082464.0,,,,,316142049.0,357543149.0,41401100.0,24299851.0,29708.0,-24270143.0,,,3412502.0,19824450.0,16411948.0,,,,,,-11.64,7.14,0.01,FY2022;FY2023,2,June 2022,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,7.14,0.01
SUBURBAN HOSPITAL,False,2023,,,16165765.0,404912474.0,405577225.0,664751.0,,346569765.0,362171271.0,15601506.0,339589552.0,340254303.0,664751.0,30181978.0,,,,,332427884.0,376187484.0,43759600.0,14141881.0,-14016213.0,-28158094.0,,,6980212.0,21916968.0,14936755.0,,,,,,4.12,4.08,-3.87,FY2023,1,June 2023,SUBURBAN HOSPITAL,22,1.0,SUBURBAN HOSPITAL,cms_name,high,4.08,-3.87
TIDALHEALTH MCCREADY PAVILION,False,2018,,,-690028.0,17147300.0,20177078.0,3029778.0,,14096434.0,16202219.0,2105785.0,13913545.0,16011756.0,2098212.0,63615.0,,,,,15791553.0,16955862.0,,-1695120.0,-753643.0,941477.0,,,182889.0,190463.0,7574.0,,,,,,-4.24,,-4.65,FY2020,1,June 2018,TIDALHEALTH MCCREADY PAVILION,45,0.651,Tidal- McCready,hscrc_name,medium,-12.03,-4.65
TIDALHEALTH MCCREADY PAVILION,False,2019,,,-389580.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,282538.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,-2.43,,-4.27,FY2020;FY2021,2,June 2019,TIDALHEALTH MCCREADY PAVILION,45,0.651,Tidal- McCready,hscrc_name,medium,,
TIDALHEALTH MCCREADY PAVILION,False,2021,,,-4591301.0,5296499.0,5559399.0,262900.0,,4415599.0,4560899.0,145300.0,4415599.0,4560899.0,145300.0,0.0,,,,,6906000.0,9152200.0,2246200.0,-2490401.0,-4591301.0,-2100900.0,,,0.0,0.0,0.0,,,,,,-100.67,-56.4,-100.67,FY2021;FY2022;FY2023,3,June 2021,TIDALHEALTH MCCREADY PAVILION,45,0.651,Tidal- McCready,hscrc_name,medium,-56.4,-100.67
TIDALHEALTH MCCREADY PAVILION,False,2022,,,-3968125.0,5787875.0,5787875.0,0.0,,4781775.0,4781775.0,0.0,4781775.0,4781775.0,0.0,0.0,,,,,7076800.0,8749900.0,1673100.0,-2295025.0,-3968125.0,-1673100.0,,,0.0,0.0,0.0,,,,,,-82.98,-48.0,-82.98,FY2022;FY2023;FY2024,3,June 2022,TIDALHEALTH MCCREADY PAVILION,45,0.651,Tidal- McCready,hscrc_name,medium,-48.0,-82.98
TIDALHEALTH MCCREADY PAVILION,False,2023,,,-4127528.0,5920672.0,5920672.0,0.0,,4916572.0,4916572.0,0.0,4916572.0,4916572.0,0.0,0.0,,,,,7007600.0,9044100.0,2036500.0,-2091028.0,-4127528.0,-2036500.0,,,0.0,0.0,0.0,,,,,,-83.95,-42.53,-83.95,FY2023;FY2024,2,June 2023,TIDALHEALTH MCCREADY PAVILION,45,0.651,Tidal- McCready,hscrc_name,medium,-42.53,-83.95
TIDALHEALTH MCCREADY PAVILION,False,2024,,,-2998101.0,6300799.0,6300799.0,0.0,,4266099.0,4266099.0,0.0,4266099.0,4266099.0,0.0,0.0,,,,,5708600.0,7264200.0,1555600.0,-1442501.0,-2998101.0,-1555600.0,,,0.0,0.0,0.0,,,,,,-70.28,-33.81,-70.28,FY2024,1,June 2024,TIDALHEALTH MCCREADY PAVILION,45,0.651,Tidal- McCready,hscrc_name,medium,-33.81,-70.28
TIDALHEALTH PENINSULA REGIONAL,False,2018,,,45104018.0,450336518.0,542330918.0,91994400.0,,383444118.0,434259018.0,50814900.0,382238418.0,425253618.0,43015200.0,38206600.0,,,,,336127347.0,427361600.0,,47316771.0,6897418.0,-40419353.0,,,1205700.0,9005400.0,7799700.0,,,,,,9.55,12.34,1.59,FY2020,1,June 2018,"TIDALHEALTH PENINSULA REGIONAL, INC.",19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,12.34,1.59
TIDALHEALTH PENINSULA REGIONAL,False,2019,,,41956953.0,455207753.0,569074853.0,113867100.0,,389767653.0,455995953.0,66228300.0,387514253.0,443849753.0,56335500.0,37215000.0,,,,,335947283.0,451254000.0,,53820370.0,4741953.0,-49078417.0,,,2253400.0,12146200.0,9892800.0,,,,,,8.51,13.81,1.04,FY2020;FY2021,2,June 2019,"TIDALHEALTH PENINSULA REGIONAL, INC.",19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,13.81,1.04
TIDALHEALTH PENINSULA REGIONAL,False,2020,,,29359646.0,460021446.0,597577246.0,137555800.0,,402106146.0,482400646.0,80294500.0,383508046.0,452758646.0,69250600.0,35777000.0,,,,,355824715.0,488818000.0,132993285.0,46281431.0,-6417354.0,-52698785.0,,,18598100.0,29642000.0,11043900.0,,,,,,5.67,11.51,-1.33,FY2020;FY2021;FY2022,3,June 2020,"TIDALHEALTH PENINSULA REGIONAL, INC.",19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,11.51,-1.33
TIDALHEALTH PENINSULA REGIONAL,False,2021,,,154130228.0,508153000.0,549858300.0,41705300.0,,452334028.0,487665228.0,35331200.0,432966328.0,456345328.0,23379000.0,90351000.0,,,,,363703291.0,423886000.0,60182709.0,88630737.0,63779228.0,-24851509.0,,,19367700.0,31319900.0,11952200.0,,,,,,26.5,19.59,13.08,FY2021;FY2022;FY2023,3,June 2021,"TIDALHEALTH PENINSULA REGIONAL, INC.",19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,19.59,13.08
TIDALHEALTH PENINSULA REGIONAL,False,2022,,,-38632257.0,519263843.0,538143243.0,18879400.0,,446660943.0,473037743.0,26376800.0,442248543.0,456332743.0,14084200.0,-66174000.0,,,,,404379923.0,445496000.0,41116077.0,42281020.0,27541743.0,-14739277.0,,,4412400.0,16705000.0,12292600.0,,,,,,-9.5,9.47,5.82,FY2022;FY2023;FY2024,3,June 2022,"TIDALHEALTH PENINSULA REGIONAL, INC.;TidalHealth Peninsula Regional",19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,9.47,5.82
TIDALHEALTH PENINSULA REGIONAL,False,2023,,,49930012.0,547529412.0,566007512.0,18478100.0,,468813912.0,495444012.0,26630100.0,462958612.0,475899512.0,12940900.0,34897000.0,,,,,412864166.0,480411000.0,67546834.0,55949746.0,15033012.0,-40916734.0,,,5855300.0,19544500.0,13689200.0,,,,,,9.41,11.93,3.03,FY2023;FY2024,2,June 2023,"TIDALHEALTH PENINSULA REGIONAL, INC.;TidalHealth Peninsula Regional",19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,11.93,3.03
TIDALHEALTH PENINSULA REGIONAL,False,2024,,,94803030.0,604393730.0,625015530.0,20621800.0,,492317530.0,526674030.0,34356500.0,486449430.0,501049530.0,14600100.0,45620000.0,,,,,401716087.0,477491000.0,75774913.0,90601443.0,49183030.0,-41418413.0,,,5868100.0,25624500.0,19756400.0,,,,,,16.57,18.4,9.34,FY2024,1,June 2024,TidalHealth Peninsula Regional,19,0.975,"TIDALHEALTH PENINSULA REGIONAL, INC",cms_name,high,18.4,9.34
UM BALTIMORE WASHINGTON,False,2011,,,,353767500.0,362924667.0,9157167.0,,297316277.0,308060634.0,,295750514.0,304907681.0,9157167.0,,10001.71,10101.67,9949.04,9998.28,281461913.0,293156534.0,,,,,9468.37,9612.95,1565762.0,3152953.0,1587190.0,,,,,,,,,FY2013,1,June 2011,UM Baltimore Washington,43,0.71,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,,
UM BALTIMORE WASHINGTON,False,2012,,,11252222.0,381065300.0,392143253.0,11077953.0,,315395249.0,328031225.0,12635976.0,312825359.0,323903313.0,11077953.0,-3288000.0,10325.25,10435.55,10241.12,10304.23,301328290.0,313491003.0,,14066959.0,14540222.0,473264.0,9864.73,9972.98,2569890.0,4127912.0,1558022.0,,,,,,,,,FY2013;FY2014,2,June 2012,UM Baltimore Washington,43,0.71,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,4.46,4.43
UM BALTIMORE WASHINGTON,False,2013,,,-4380643.0,376812800.0,387757261.0,10944461.0,,309974788.0,322589317.0,12614529.0,308070323.0,319014784.0,10944461.0,24629.0,9501.09,9608.65,9442.71,9502.18,307055161.0,326994589.0,,2919627.0,-4405272.0,-7324899.0,9411.6,9739.87,1904465.0,3574533.0,1670068.0,,,,,,-1.34,0.94,-1.37,FY2013;FY2014;FY2015,3,June 2013,UM Baltimore Washington,43,0.71,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,0.94,-1.37
UM BALTIMORE WASHINGTON,False,2014,,,19474047.0,393181900.0,422145124.0,28963224.0,,322338160.0,335400495.0,13062335.0,320033920.0,331401319.0,11367399.0,3103363.0,,,,,296252216.0,319029811.0,,26085945.0,16370685.0,-9715260.0,,,2304240.0,3999176.0,1694936.0,,,,,,5.7,8.09,4.88,FY2014;FY2015,2,June 2014,UM Baltimore Washington,43,0.71,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,8.09,4.88
UM BALTIMORE WASHINGTON,False,2015,,,26587436.0,402010800.0,434859800.0,32849000.0,,342072687.0,358380436.0,16307749.0,340775694.0,355431436.0,14655742.0,-3607000.0,,,,,303700098.0,328186000.0,,38372589.0,30194436.0,-8178153.0,,,1296993.0,2949000.0,1652007.0,,,,,,7.42,11.22,8.43,FY2015,1,June 2015,UM Baltimore Washington,43,0.71,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,11.22,8.43
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2014,,,19474047.0,393181900.0,422145124.0,28963224.0,,322338160.0,335400495.0,13062335.0,320033920.0,331401319.0,11367399.0,3103363.0,,,,,296252216.0,319029811.0,,26085945.0,16370685.0,-9715260.0,,,2304240.0,3999176.0,1694936.0,,,,,,5.7,8.09,4.88,FY2016,1,June 2014,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,8.09,4.88
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2015,,,26587436.0,402010800.0,434859800.0,32849000.0,,342072687.0,358380436.0,16307749.0,340775694.0,355431436.0,14655742.0,-3607000.0,,,,,303700098.0,328186000.0,,38372589.0,30194436.0,-8178153.0,,,1296993.0,2949000.0,1652007.0,,,,,,7.42,11.22,8.43,FY2016;FY2017,2,June 2015,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,11.22,8.43
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2016,,,24916967.0,413064200.0,417391200.0,4327000.0,,357690361.0,361230967.0,3540607.0,355972969.0,357634967.0,1661998.0,-5491000.0,,,,,322713452.0,330823000.0,,34976908.0,30407967.0,-4568941.0,,,1717392.0,3596000.0,1878608.0,,,,,,6.9,9.78,8.42,FY2016;FY2017;FY2018,3,June 2016,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,9.78,8.42
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2017,,,44328000.0,416534000.0,421565000.0,5031000.0,,362958635.0,366867000.0,3908365.0,361101590.0,363186000.0,2084410.0,11671000.0,,,,,326029856.0,334210000.0,,36928779.0,32657000.0,-4271779.0,,,1857045.0,3681000.0,1823955.0,,,,,,12.08,10.17,8.9,FY2017;FY2018;FY2019,3,June 2017,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,10.17,8.9
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2018,,,32049000.0,428075148.0,433025148.0,4950000.0,,367183941.0,372970000.0,5786059.0,364177501.0,367990000.0,3812499.0,4076000.0,,,,,336518698.0,344997000.0,,30665244.0,27973000.0,-2692244.0,,,3006441.0,4980000.0,1973559.0,,,,,,8.39,8.35,7.5,FY2018;FY2019;FY2020,3,June 2018,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,8.35,7.5
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2019,,,13393000.0,448592881.0,457543881.0,8951000.0,,389193901.0,393659000.0,4465099.0,386589449.0,389018000.0,2428551.0,4478000.0,,,,,354689897.0,384744000.0,,34504004.0,8915000.0,-25589004.0,,,2604452.0,4641000.0,2036548.0,,,,,,3.34,8.87,2.26,FY2019;FY2020;FY2021,3,June 2019,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,8.87,2.26
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2020,,,9489047.0,438784135.0,447875182.0,9091047.0,,401361078.0,408524047.0,7162969.0,375323247.0,378467047.0,3143800.0,-515000.0,,,,,356523644.0,398520000.0,41996356.0,44837434.0,10004047.0,-34833387.0,,,26037831.0,30057000.0,4019169.0,,,,,,2.31,11.17,2.45,FY2020;FY2021;FY2022,3,June 2020,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,11.17,2.45
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2021,,,40185000.0,475475060.0,484305060.0,8830000.0,,438598368.0,444095000.0,5496632.0,414315577.0,417384000.0,3068423.0,30198000.0,,,,,392614049.0,434108000.0,41493951.0,45984319.0,9987000.0,-35997319.0,,,24282791.0,26711000.0,2428209.0,,,,,,8.4,10.48,2.25,FY2021;FY2022;FY2023,3,June 2021,UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,10.48,2.25
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2022,,,-15214000.0,514054373.0,523581373.0,9527000.0,,448519984.0,451914000.0,3394016.0,443233728.0,446536000.0,3302272.0,-21947000.0,,,,,405603829.0,445181000.0,39577171.0,42916155.0,6733000.0,-36183155.0,,,5286256.0,5378000.0,91744.0,,,,,,-3.18,9.57,1.49,FY2022;FY2023;FY2024,3,June 2022,UM Baltimore Washington Medical Center;UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,9.57,1.49
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2023,,,-17179000.0,511681319.0,520951319.0,9270000.0,,441052967.0,443954000.0,2901033.0,437420018.0,440247000.0,2826982.0,12913000.0,,,,,423626419.0,474046000.0,50419581.0,17426547.0,-30092000.0,-47518547.0,,,3632948.0,3707000.0,74052.0,,,,,,-3.73,3.95,-6.78,FY2023;FY2024,2,June 2023,UM Baltimore Washington Medical Center;UM-BALTIMORE WASHINGTON MEDICAL CENTER,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,3.95,-6.78
UM BALTIMORE WASHINGTON MEDICAL CENTER,False,2024,,,14705000.0,535602424.0,545315424.0,9713000.0,,463729262.0,466767000.0,3037738.0,460416164.0,463393000.0,2976836.0,22458000.0,,,,,416256925.0,474520000.0,58263075.0,47472336.0,-7753000.0,-55225336.0,,,3313097.0,3374000.0,60903.0,,,,,,2.99,10.24,-1.66,FY2024,1,June 2024,UM Baltimore Washington Medical Center,43,0.826,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,cms_name,medium,10.24,-1.66
UM BOWIE HEALTH CENTER,False,2015,,,1634401.0,20111300.0,30253611.0,10142311.0,,14678760.0,18902116.0,4223356.0,14488830.0,18712186.0,4223356.0,0.0,,,,,12222939.0,17267715.0,,2455821.0,1634401.0,-821420.0,,,189930.0,189930.0,0.0,,,,,,8.65,16.73,8.65,FY2017,1,June 2015,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,16.73,8.65
UM BOWIE HEALTH CENTER,False,2016,,,1340930.0,20228300.0,30129646.0,9901346.0,,14161685.0,19905369.0,5743684.0,13863985.0,18149975.0,4285990.0,0.0,,,,,12614803.0,18564439.0,,1546882.0,1340930.0,-205952.0,,,297700.0,1755394.0,1457694.0,,,,,,6.74,10.92,6.74,FY2017;FY2018,2,June 2016,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,10.92,6.74
UM BOWIE HEALTH CENTER,False,2017,,,-1656538.0,19933600.0,30683322.0,10749722.0,,13275580.0,18112884.0,4837304.0,13273305.0,17939761.0,4666456.0,13551.0,,,,,14818750.0,19782973.0,,-1543170.0,-1670089.0,-126919.0,,,2275.0,173123.0,170848.0,,,,,,-9.14,-11.62,-9.22,FY2017;FY2018;FY2019,3,June 2017,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,-11.62,-9.22
UM BOWIE HEALTH CENTER,False,2018,,,-519269.0,20771309.0,30300732.0,9529424.0,,15520908.0,20651726.0,5130818.0,15464056.0,19416731.0,3952676.0,104000.0,,,,,15944244.0,21274995.0,,-423336.0,-623269.0,-199933.0,,,56852.0,1234995.0,1178143.0,,,,,,-2.5,-2.73,-3.02,FY2018;FY2019;FY2020,3,June 2018,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,-2.73,-3.02
UM BOWIE HEALTH CENTER,False,2019,,,,21263153.0,29267225.0,8004072.0,,15979739.0,19576752.0,3597013.0,15979739.0,19544752.0,3565013.0,-12000.0,,,,,16646719.0,21762000.0,,-666980.0,-2185248.0,-1518268.0,,,0.0,32000.0,32000.0,,,,,,-11.23,-4.17,-11.16,FY2019;FY2020;FY2021,3,June 2019,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,-4.17,-11.16
UM BOWIE HEALTH CENTER,False,2020,,,,19451935.0,19451935.0,0.0,,13903920.0,13903920.0,0.0,13903920.0,13903920.0,0.0,67000.0,,,,,15970300.0,16296000.0,325700.0,-2066380.0,-2392080.0,-325700.0,,,0.0,0.0,0.0,,,,,,-16.64,-14.86,-17.2,FY2020;FY2021;FY2022,3,June 2020,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,-14.86,-17.2
UM BOWIE HEALTH CENTER,False,2021,,,-4731375.0,18240271.0,23070271.0,4830000.0,,13099000.0,15320000.0,2221000.0,13099000.0,15320000.0,2221000.0,-41000.0,,,,,14104374.0,20010374.0,5906000.0,-1005375.0,-4690375.0,-3685000.0,,,0.0,0.0,0.0,,,,,,-30.88,-7.68,-30.62,FY2021;FY2022;FY2023,3,June 2021,UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,-7.68,-30.62
UM BOWIE HEALTH CENTER,False,2022,,,-4926388.0,18495626.0,21592626.0,3097000.0,,12894997.0,14168997.0,1274000.0,12866997.0,14140997.0,1274000.0,145000.0,,,,,14602485.0,19240385.0,4637900.0,-1707488.0,-5071388.0,-3363900.0,,,28000.0,28000.0,0.0,,,,,,-34.77,-13.24,-35.79,FY2022;FY2023;FY2024,3,June 2022,UM Bowie Health Center;UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,-13.24,-35.79
UM BOWIE HEALTH CENTER,False,2023,,,1002495.0,21233764.0,21235764.0,2000.0,,16923000.0,16925000.0,2000.0,16923000.0,16925000.0,2000.0,-21000.0,,,,,13397505.0,15901505.0,2504000.0,3525495.0,1023495.0,-2502000.0,,,0.0,0.0,0.0,,,,,,5.92,20.83,6.05,FY2023;FY2024,2,June 2023,UM Bowie Health Center;UM-BOWIE HEALTH CENTER,333,0.724,UM-Bowie ED,name_history,medium,20.83,6.05
UM BOWIE HEALTH CENTER,False,2024,,,2395000.0,24028994.0,24029994.0,1000.0,,19467000.0,19468000.0,1000.0,19467000.0,19468000.0,1000.0,-404000.0,,,,,16058900.0,16669000.0,610100.0,3408100.0,2799000.0,-609100.0,,,0.0,0.0,0.0,,,,,,12.56,17.51,14.38,FY2024,1,June 2024,UM Bowie Health Center,333,0.724,UM-Bowie ED,name_history,medium,17.51,14.38
UM CAPITAL REGION MEDICAL CENTER,False,2019,,,,327529548.0,327997639.0,468091.0,,306972652.0,308970398.0,1997746.0,273336306.0,273804398.0,468091.0,,,,,,260939657.0,310215309.0,,46032995.0,-1244911.0,-47277906.0,,,33636346.0,35166000.0,1529654.0,,,,,,,,,FY2021,1,June 2019,UM CAPITAL REGION MEDICAL CENTER,3,1.0,UM-Capital Region Medical Center,name_history,high,15.0,-0.4
